FirFlrSF,SecFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
1828,0,3,3,48,0,1774,774,1,2007,1828,3,11694,90,452,108,5,9,1822,2007,2007,314813
894,0,2,1,0,1,894,308,0,1979,894,2,6600,60,0,0,5,5,894,1962,1962,109500
964,0,2,1,713,5,163,432,1,1979,964,2,13360,80,0,0,7,5,876,1921,2006,163500
1689,0,3,1,1218,6,350,857,2,2002,1689,3,13265,70,148,59,5,8,1568,2002,2002,271000
1541,0,3,1,0,1,1541,843,2,2001,1541,3,13704,118,150,81,5,7,1541,2001,2002,205000
1221,0,2,1,410,6,811,400,2,2004,1221,3,7500,62,0,113,5,7,1221,2004,2005,185000
1324,0,3,1,643,4,445,440,0,1979,1324,2,8658,84,101,138,5,6,1088,1965,1965,160000
696,720,3,1,604,5,92,484,1,1999,1416,3,2572,24,0,44,5,7,696,1999,1999,155000
526,462,2,4,462,6,0,297,1,1979,988,2,1596,21,0,101,5,4,462,1973,1973,91000
869,349,3,1,375,5,360,440,1,1979,1218,2,6000,60,0,0,6,6,735,1941,1950,131000
760,896,3,1,0,1,746,397,3,2003,1656,3,6931,60,92,128,5,7,746,2003,2004,165400
1362,0,2,3,20,5,1342,460,0,2005,1362,3,7577,61,256,28,5,6,1362,2005,2006,194700
1051,788,4,1,0,1,756,442,1,1979,1839,2,7700,70,351,124,5,6,756,1966,1966,155000
1375,0,2,1,0,1,1367,451,1,1979,1375,2,11310,75,0,30,5,6,1367,1954,1954,140000
1122,0,2,1,144,6,172,528,1,1979,1122,3,12000,100,0,36,7,5,924,1948,2005,147000
1432,0,2,4,680,5,289,588,1,1979,1432,3,16157,70,0,180,7,5,1360,1978,1978,194000
728,728,3,3,0,1,728,400,3,2007,1456,3,9018,65,0,24,5,7,728,2007,2007,179540
1217,0,3,3,611,6,577,497,1,1979,1217,3,9947,70,0,27,5,7,1188,1990,1991,173000
1040,0,2,0,0,0,0,625,1,1979,1040,2,7200,60,0,0,7,5,0,1950,1950,109500
612,612,2,3,294,6,318,528,2,2009,1224,3,3000,30,76,234,5,6,612,2009,2009,173733
1022,752,2,1,0,1,952,468,1,1979,1774,2,6120,51,0,0,5,7,952,1931,1950,129900
961,406,4,1,241,4,229,384,1,1979,1367,2,8405,50,0,130,8,5,861,1900,1950,119000
803,557,2,1,0,1,803,297,0,1979,1360,3,7200,60,0,65,6,5,803,1938,1995,125500
848,0,1,3,697,6,151,420,2,2004,848,3,4426,70,147,0,5,6,848,2004,2004,149300
1482,780,3,4,871,6,611,749,3,2003,2262,3,12244,85,226,0,5,8,1482,2003,2003,305000
1220,0,2,1,836,2,0,396,1,1979,1220,2,8877,67,0,0,5,4,836,1951,1951,102000
1414,0,2,1,0,1,1375,398,3,2004,1414,3,3072,70,18,20,5,7,1375,2004,2004,178740
1134,924,3,1,319,4,416,396,1,1979,2058,2,9600,60,0,0,5,6,735,1917,1950,129500
1088,110,4,1,0,0,901,0,0,0,1198,2,5586,60,0,98,7,6,901,1920,1998,79900
1659,0,2,1,1158,6,343,499,3,2000,1659,4,5664,40,0,59,5,8,1501,2000,2000,278000
1012,0,2,1,0,1,1012,308,1,1979,1012,2,8263,59,0,22,5,6,1012,1920,1950,118400
1687,998,5,1,523,6,301,672,3,1979,3082,2,15863,102,0,63,3,7,824,1920,1970,197000
1032,0,4,1,0,1,360,672,1,1979,1812,3,7630,76,0,0,9,5,360,1900,1996,140000
1057,872,3,1,738,0,319,650,3,2001,1929,3,7050,70,0,235,5,7,1057,2001,2001,226000
954,0,3,3,483,5,428,576,1,1979,954,2,10780,55,0,0,5,5,911,1976,1976,132500
1838,0,2,3,1260,6,578,765,0,2006,1838,4,14601,85,584,68,5,9,1838,2006,2006,315000
1640,0,3,1,728,3,568,924,1,1979,1640,3,14778,70,72,0,7,6,1296,1954,2006,224000
1148,0,3,1,1148,3,0,672,1,1979,1148,2,7931,70,0,0,5,5,1148,1959,1959,132500
950,0,3,1,412,3,251,280,1,1979,950,2,9758,61,0,0,5,5,950,1971,1971,119500
1065,846,3,1,380,0,397,471,2,1979,1911,3,9554,80,125,81,5,8,777,1993,1994,215000
915,720,3,1,300,4,765,440,1,1979,1635,2,8737,70,0,38,7,6,1065,1923,1950,210000
1316,0,3,3,0,0,1316,440,3,2007,1316,3,11175,103,0,20,5,7,1316,2007,2007,200141
1442,0,2,1,0,1,1442,615,2,1979,1442,2,11717,70,571,0,6,6,1442,1970,1970,185000
1078,0,3,1,734,6,344,500,3,1979,1078,2,12537,70,0,0,6,5,1078,1971,2008,149900
1120,0,3,1,932,5,108,544,2,1979,1120,1,6970,85,0,0,5,4,1040,1961,1961,129000
779,640,3,1,353,6,55,527,3,2002,1419,3,7750,70,0,0,5,8,408,2002,2002,184100
707,682,3,1,0,1,651,240,1,1979,1389,2,3378,60,0,0,8,7,651,1946,1992,135000
1063,0,3,1,354,4,412,280,2,1979,1063,2,9920,80,110,0,5,5,1056,1954,1954,128000
1792,0,2,4,1567,6,225,874,3,2003,1792,4,11846,72,562,49,5,9,1792,2003,2004,374000
1216,0,2,1,897,6,319,402,1,1998,1216,2,4500,32,116,125,5,6,1216,1998,1998,164000
998,764,4,1,0,1,596,576,1,1979,1762,3,7200,60,0,0,7,7,596,1920,1950,157000
847,1112,4,3,0,1,847,434,3,2004,1959,3,11796,59,0,48,5,7,847,2004,2005,215000
1208,0,3,1,767,5,441,546,2,1979,1208,2,11250,70,0,42,6,6,1208,1977,1977,165000
874,650,3,1,460,3,414,315,1,1979,1524,2,11344,78,180,0,5,5,874,1958,1958,144000
796,358,3,1,735,3,61,240,1,1979,1154,3,5436,40,0,96,8,4,796,1922,2007,125500
1048,0,3,0,0,0,0,420,1,1979,1048,2,7200,60,0,27,5,5,0,1950,1950,98300
886,0,2,1,0,1,190,273,1,1979,886,2,5784,50,0,20,8,5,190,1938,1996,91300
943,0,2,4,943,6,0,600,1,1979,943,2,7032,70,0,0,5,5,943,1979,1979,135960
866,902,3,1,400,6,466,603,2,2005,1768,3,9803,75,0,108,5,7,866,2005,2005,226700
1422,1177,4,1,0,1,1393,779,3,1999,2599,3,14774,108,165,30,5,9,1393,1999,1999,333168
912,0,2,1,456,4,456,275,2,1979,912,2,10150,70,1,0,5,5,912,1958,1958,114500
882,0,2,0,0,0,0,308,1,1979,882,2,12702,70,0,45,5,5,0,1956,1956,97000
1337,0,2,1,266,6,1139,511,3,1998,1337,3,4060,34,0,68,5,6,1405,1998,1999,181000
2076,0,2,4,1386,6,690,850,0,2006,2076,4,13891,107,0,229,5,10,2076,2006,2006,465000
1328,1203,4,3,56,2,1198,752,2,1979,2531,3,12257,65,513,98,5,8,1318,1995,1995,290000
981,787,3,1,569,5,162,240,1,1979,1768,3,7200,60,252,0,7,5,731,1937,1950,175000
1625,0,2,4,1573,0,0,538,0,2006,1625,3,4750,44,481,0,5,8,1573,2006,2007,235000
1444,700,4,4,697,4,747,389,3,1979,2144,3,159000,70,472,98,7,6,1444,1958,2006,277000
1521,0,3,1,0,1,1237,880,1,1979,2775,3,13500,75,0,502,9,10,1237,1893,2000,325000
1140,728,3,1,0,1,585,477,3,1979,1868,2,12090,78,74,112,7,6,585,1984,2003,178000
1525,0,3,3,1400,6,125,541,2,2000,1525,3,9100,70,244,36,5,7,1525,2000,2000,235000
1571,0,3,4,0,0,1571,722,3,2007,1571,3,10991,89,80,36,5,8,1571,2007,2007,239000
796,0,2,1,0,1,796,0,0,0,796,2,8777,67,0,0,7,5,796,1910,1950,85000
1378,994,4,1,0,1,994,432,2,1979,2372,2,6600,60,0,287,4,5,994,1892,1965,107500
802,670,3,1,0,1,384,402,2,1979,1472,3,10784,70,76,0,5,7,384,1991,1992,160000
960,0,0,3,648,6,0,364,1,1979,960,2,10246,70,0,0,9,4,648,1965,2001,145000
734,1104,4,3,0,1,732,372,3,2005,1838,2,21930,60,0,40,5,5,732,2005,2005,192140
1309,0,3,1,663,5,0,484,2,1979,1309,3,10140,78,99,0,6,6,1040,1974,1999,181000
2069,574,3,3,0,1,2153,694,3,2006,2643,4,13693,105,772,84,5,9,2153,2006,2006,380000
676,455,3,1,0,1,676,200,1,1979,1131,2,5720,52,0,0,6,5,676,1941,1950,66500
960,1000,4,1,0,1,960,400,1,1979,1960,2,7596,60,360,0,5,5,960,1952,1952,124500
1144,0,3,1,25,3,247,336,1,1979,1144,2,9204,71,0,88,5,5,1144,1963,1963,124000
1056,0,0,1,1056,6,0,576,1,1979,1056,2,6979,64,0,56,5,6,1056,1980,1980,144000
693,0,2,1,0,0,693,0,0,0,693,1,4118,153,0,20,4,4,693,1941,1950,52500
1494,0,3,4,1200,6,279,576,2,1997,1494,3,9236,79,0,27,5,6,1479,1997,1997,217000
1646,0,2,4,1373,6,221,482,3,2004,1646,3,3842,44,174,53,5,8,1594,2004,2005,275000
864,0,3,3,390,5,474,352,1,1979,864,2,7180,60,0,0,7,5,864,1972,1972,127000
1566,0,3,3,1078,6,488,750,2,2008,1566,3,9000,75,36,168,5,8,1566,2008,2008,262500
735,660,3,1,593,3,130,497,1,1979,1395,2,12936,70,0,116,6,6,723,1972,1972,162000
848,0,2,1,152,3,628,539,1,1979,1208,2,6240,52,0,23,5,4,780,1925,1950,103000
939,574,4,2,0,1,939,180,1,1979,1513,2,6120,51,0,0,8,5,939,1920,2004,137500
959,408,3,1,425,2,459,560,0,1979,1367,2,6240,52,0,0,6,6,884,1931,1950,127500
955,0,3,1,763,3,192,386,1,1979,955,2,7742,66,0,0,7,5,955,1966,1966,127000
1077,0,3,1,0,1,1007,210,1,1979,1077,2,9786,60,0,100,4,3,1007,1922,1950,91000
1056,0,3,2,1056,4,0,572,3,1979,1056,2,34650,100,0,0,5,5,1056,1955,1955,145000
756,797,3,1,0,1,756,615,2,2005,1553,3,8125,65,0,45,5,7,756,2005,2006,186500
1614,0,3,3,20,6,1594,865,2,2005,1614,3,11210,86,240,59,5,7,1614,2005,2006,221500
2042,0,3,1,0,0,2042,1390,2,2008,2042,4,12704,98,306,90,5,8,2042,2008,2009,253293
1073,0,2,1,0,1,1073,326,0,1979,1073,2,5400,60,0,0,6,5,1073,1921,1968,108480
1072,213,2,1,336,3,295,240,1,1979,1285,2,8635,50,0,0,5,5,672,1948,2001,127000
2117,0,4,2,865,3,340,550,3,1979,2117,2,12925,70,0,42,7,6,1205,1970,1970,237500
605,0,2,2,348,0,180,0,0,0,605,2,9098,58,0,0,7,4,528,1920,2002,86000
1150,0,3,1,179,5,465,300,2,1979,1150,2,7945,70,0,0,6,5,1150,1959,1959,141000
728,728,3,1,0,1,728,400,0,2005,1456,3,8029,51,0,24,5,6,728,2005,2005,176000
999,0,3,3,867,5,77,588,2,1979,999,4,12122,70,210,76,9,7,944,1961,2007,178400
750,750,3,1,0,1,750,564,2,2005,1500,3,8846,68,0,35,5,6,750,2005,2006,173900
1336,0,2,2,841,3,324,375,1,1979,1336,2,15750,90,56,0,5,5,1165,1953,1953,157000
864,729,3,1,759,6,80,398,0,2004,1593,2,7415,62,0,75,5,6,839,2004,2004,193000
1130,1054,3,3,936,6,168,836,3,2008,2184,4,11308,96,154,102,5,9,1104,2008,2008,335000
1560,0,3,1,0,1,1560,573,3,2003,1560,3,9196,129,0,150,5,7,1560,2003,2003,201000
888,0,3,1,386,2,342,312,1,1979,1644,3,9480,79,224,0,7,5,728,1942,1995,146500
630,0,3,3,515,6,115,286,1,1979,630,3,1526,21,0,0,8,4,630,1970,2002,86000
1113,0,3,1,751,3,392,504,2,1979,1113,2,7917,70,174,30,7,6,1143,1976,1976,148000
1071,1101,3,1,0,1,1063,947,2,2006,2172,3,14154,109,350,62,5,7,1063,2006,2006,280000
796,550,2,1,0,1,560,384,1,1979,1346,2,11767,70,0,24,7,4,560,1910,2000,112000
1184,1426,4,3,64,6,1120,550,3,2007,2610,4,9000,75,0,364,5,8,1184,2007,2007,303477
1026,932,3,1,0,1,1026,936,3,2005,1958,3,10625,85,0,210,5,7,1026,2005,2005,250000
1468,0,3,1,0,1,1468,898,3,2008,1468,3,9612,74,72,150,5,8,1468,2008,2009,244600
1302,432,4,0,0,0,0,539,1,1979,1734,3,10125,75,0,0,5,5,0,1977,1977,126000
768,432,3,1,352,3,416,240,1,1979,1200,2,11767,70,0,0,6,5,768,1946,1995,130500
1112,438,2,1,812,6,280,438,3,2006,1550,3,8125,65,100,168,5,7,1092,2006,2007,241000
954,795,5,1,0,1,795,440,1,1979,2230,2,6204,60,0,188,5,4,795,1912,1950,118500
1166,0,3,1,0,1,1064,240,1,1979,1639,2,10480,51,0,0,5,6,1064,1936,1950,115000
864,0,3,1,521,3,169,624,0,1979,864,2,9100,70,0,0,5,5,864,1958,1958,129900
1621,0,3,2,213,5,995,440,0,1979,1621,3,14145,91,0,45,7,7,1208,1984,1998,202500
483,504,3,1,162,5,321,264,1,1979,987,3,1680,21,510,0,8,6,483,1972,2007,118000
1238,1281,4,4,965,6,245,628,2,1979,2519,3,26178,42,293,27,5,7,1210,1989,1990,335000
765,600,3,1,765,2,0,440,1,1979,1365,2,2368,24,312,36,6,5,765,1970,1970,125000
1149,1141,4,2,0,1,1128,779,1,2002,2290,3,11250,70,0,0,5,8,1128,2002,2002,255900
1249,1347,4,3,0,1,1249,840,2,2006,2596,3,16259,111,370,154,5,9,1249,2006,2006,342643
907,0,3,1,288,4,619,352,1,1979,907,2,8593,77,0,0,6,4,907,1957,1957,109008
855,0,3,1,566,5,289,440,0,1979,1456,2,2280,24,0,0,6,6,855,1976,1976,148500
1190,0,3,3,803,5,303,540,0,1979,1190,2,7728,70,120,18,6,5,1106,1962,1962,132500
858,0,2,1,322,5,536,684,1,1979,858,2,7340,70,0,0,6,4,858,1971,1971,110000
2223,0,3,4,1880,5,343,516,3,1979,2223,2,13651,95,1115,0,6,7,2223,1973,1973,244000
1005,0,2,1,0,1,1005,672,1,1979,1005,1,10434,60,0,0,5,4,1005,1955,1955,115000
1086,809,3,1,0,1,712,409,3,1979,1895,3,10832,70,0,46,5,7,712,1994,1996,194500
1040,0,3,1,906,4,134,384,1,1979,1040,2,11200,70,0,0,5,5,1040,1965,1965,129500
1264,0,3,1,697,4,571,461,1,1979,1264,2,9300,73,324,0,5,5,1268,1960,1960,167500
874,887,3,1,0,1,874,578,3,2007,1761,3,10207,84,0,105,6,7,874,2007,2007,227875
1034,0,3,3,539,6,473,888,1,1979,1034,2,12328,70,335,0,5,6,1012,1976,1976,169900
1363,0,2,4,226,2,96,439,1,1979,1363,2,39104,73,0,0,7,7,1385,1954,2005,241500
1689,0,3,1,0,1,1436,480,1,1979,1689,2,9855,73,0,0,5,6,1436,1956,1956,127500
2113,0,2,4,1696,6,413,839,3,1979,2113,3,10437,91,660,46,6,8,2109,1995,1995,350000
1573,0,3,1,788,6,785,544,2,2002,1573,3,9808,67,110,72,5,7,1573,2002,2002,227000
2364,0,3,4,2188,6,142,820,3,2009,2364,4,12919,100,760,67,5,9,2330,2009,2010,611657
1057,977,3,1,739,6,318,645,2,1997,2034,3,9375,70,573,36,5,7,1057,1997,1998,219500
1291,0,2,2,1003,6,288,431,1,1996,1291,3,2887,70,0,0,5,6,1291,1996,1997,173000
858,0,2,4,696,3,162,0,0,0,858,2,7207,50,0,0,7,5,858,1958,2008,116500
698,560,2,2,204,4,356,280,1,1979,1258,2,9060,60,0,0,5,6,560,1939,1950,105000
438,0,1,1,290,4,0,246,1,1979,438,1,8400,60,0,0,5,2,290,1920,1950,60000
672,728,3,1,209,5,463,440,3,1979,1400,2,7844,74,203,0,7,6,672,1978,1978,149500
954,0,2,1,0,1,920,240,1,1979,954,1,6305,50,0,0,7,5,920,1938,1950,119750
1445,0,3,4,564,0,563,645,2,1979,1445,2,12095,70,115,0,6,6,1127,1964,1964,158000
1072,0,2,4,459,0,88,525,0,2005,1072,2,3675,35,80,28,5,6,547,2005,2005,148000
1664,0,4,0,0,0,0,0,0,0,1664,2,9825,75,0,0,5,5,0,1965,1965,100000
1445,689,5,1,0,1,844,441,1,1979,2134,3,11888,70,0,60,6,6,844,1916,1994,214500
1940,1254,4,2,428,3,537,380,1,1979,3194,2,12168,78,0,0,6,8,965,1934,1998,359100
912,912,4,3,0,1,912,0,0,0,1824,2,9400,94,0,0,5,6,912,1971,1971,139000
888,868,3,1,742,5,130,422,3,1996,1756,2,9303,70,42,122,5,6,872,1996,1997,204000
912,0,2,1,595,5,317,576,1,1979,912,3,8872,72,300,240,8,5,912,1965,2008,147000
1509,0,3,3,783,6,678,600,2,1979,1509,3,10200,85,219,0,5,6,1461,1988,1989,175000
1160,448,3,1,264,3,712,216,1,1979,1608,3,6171,51,0,16,6,6,976,1925,1990,137450
1316,0,3,1,28,6,1288,397,3,2005,1316,3,10237,65,0,0,5,6,1316,2005,2006,169990
1015,0,3,1,489,4,279,450,1,1979,1015,2,6120,51,0,0,7,5,768,1925,1950,88000
756,378,3,1,312,5,444,240,1,1979,1134,2,8160,60,0,0,6,5,756,1940,1950,126000
1636,0,3,1,63,6,1560,865,2,2006,1636,3,13501,116,208,60,5,8,1623,2006,2006,255000
660,660,3,1,0,1,660,400,3,2003,1320,3,7750,70,0,48,5,7,660,2003,2003,162000
1160,966,3,4,249,2,0,538,3,1979,2126,2,28698,70,0,0,5,5,1013,1967,1967,185000
1128,0,3,2,776,5,344,525,2,1979,1128,2,8700,80,148,20,6,5,1120,1963,1963,155000
1306,0,2,2,860,3,132,756,1,1979,1306,2,8712,64,0,0,7,5,992,1957,2000,153000
798,546,3,1,0,1,546,0,0,0,1344,2,1533,21,0,0,6,4,546,1970,2008,97000
1576,978,3,1,0,0,718,704,1,1979,2554,2,10800,60,0,48,8,7,718,1890,1998,159500
893,0,2,1,220,5,625,576,1,1979,893,3,9600,60,0,0,7,5,845,1949,2003,135000
894,1039,4,2,0,1,894,668,3,2007,1933,3,14598,86,74,18,5,6,894,2007,2007,214000
672,546,3,1,356,3,316,264,1,1979,1218,2,1890,21,285,28,5,6,672,1973,1973,113000
1161,808,3,1,0,1,808,534,2,1979,1969,2,11952,92,0,0,6,7,808,1977,1977,190000
1220,870,3,1,1079,6,141,556,2,1979,2090,3,10000,80,438,65,5,8,1220,1995,1996,240000
1484,0,3,3,998,5,486,487,1,1979,1484,2,12243,70,0,0,6,5,1484,1971,1971,175000
1656,0,4,1,0,1,1656,506,1,1979,1656,2,9246,87,564,211,5,5,1656,1973,1973,135000
818,406,3,1,468,4,350,210,1,1979,1224,2,3950,70,0,0,8,6,818,1926,2004,115000
1022,1032,3,1,695,6,297,390,2,2000,2054,3,12224,70,40,48,5,6,992,2000,2000,244000
854,0,2,1,0,1,832,576,1,1979,854,2,6120,51,0,112,8,7,832,1929,2001,132000
546,546,3,1,334,3,212,286,2,1979,1092,2,1974,70,0,96,5,4,546,1973,1973,83500
1268,0,3,3,196,5,1072,252,1,1979,1268,3,9286,70,0,0,7,5,1268,1977,1989,143500
827,834,3,3,385,6,70,550,2,1996,1661,3,10667,43,0,61,6,7,799,1996,1996,212000
1668,0,3,3,370,3,315,502,3,2003,1668,3,10635,48,171,262,5,8,1657,2003,2003,232000
1493,0,3,4,994,6,484,508,3,1997,1493,3,13125,75,215,39,5,6,1478,1997,1998,208900
932,0,2,1,0,1,932,306,1,1979,932,3,8280,57,0,0,5,6,932,1950,1950,124000
1277,0,2,4,778,6,499,526,1,1979,1277,2,10628,85,0,0,5,7,1277,1970,1970,167000
1530,0,3,3,1300,6,230,630,3,2004,1530,3,14572,182,0,36,5,7,1530,2004,2004,259000
1344,0,2,1,457,5,193,484,1,1979,1344,2,9503,70,0,28,5,5,1024,1958,1983,144000
860,0,2,3,672,5,168,528,1,1979,860,2,8740,74,0,0,6,5,840,1982,1982,137000
1314,0,2,1,904,6,410,626,0,2007,1314,3,5001,34,166,62,5,7,1314,2007,2008,230000
1391,571,3,2,464,6,927,868,2,2006,1962,3,8760,73,0,90,5,7,1391,2006,2006,239799
788,702,3,3,724,6,64,388,3,2004,1490,3,15384,60,0,75,5,7,788,2004,2005,184000
848,0,1,3,662,6,186,420,0,2004,848,3,4426,70,169,0,5,6,848,2004,2004,143000
672,0,2,1,0,1,672,240,1,1979,672,2,10200,60,0,0,8,5,672,1940,1997,108000
1188,1152,4,1,275,6,877,252,2,1979,2340,3,9042,66,0,60,9,7,1152,1941,2006,266500
808,704,3,1,0,1,660,180,1,1979,1656,2,10410,60,0,0,7,5,660,1916,1987,135000
725,754,4,1,626,5,99,484,3,1979,1479,3,7472,70,138,32,9,7,725,1972,2004,184000
1226,0,3,1,0,1,1226,740,2,2009,1226,3,10402,94,0,36,5,7,1226,2009,2009,198900
976,1111,5,4,568,2,264,444,3,1979,2087,3,12205,70,157,168,8,6,832,1966,2007,187500
1158,0,3,1,941,5,217,576,1,2004,1158,3,13072,63,0,50,5,6,1158,2004,2004,158000
1154,0,3,2,740,3,184,480,2,1979,1154,2,11000,70,200,58,6,5,1154,1966,1966,154000
880,844,3,3,0,1,880,527,3,1998,1724,3,8924,57,0,155,5,7,880,1998,1999,188000
773,885,3,1,219,6,554,431,3,1979,1658,2,8000,70,0,84,5,6,773,1995,1996,188000
1126,0,2,0,0,0,0,520,3,1979,1126,3,8777,67,0,96,5,4,0,1949,2003,108000
872,521,3,1,0,1,816,300,1,1979,1393,2,16466,59,0,0,7,5,816,1955,1955,135500
1968,1479,4,2,192,4,536,1014,0,1979,3447,3,14100,70,632,12,9,8,728,1935,1997,381000
483,504,2,1,309,3,174,264,1,1979,987,2,1953,21,408,0,5,6,483,1973,1973,83000
808,547,4,1,351,5,112,0,0,0,1355,2,10106,62,0,0,7,5,644,1940,1999,127500
2069,0,4,4,425,6,160,505,2,1979,2069,3,27650,313,0,0,7,7,585,1960,2007,242000
757,0,3,1,549,5,195,440,1,1999,1501,2,2280,24,360,0,5,7,744,1999,1999,179400
1976,0,2,4,1350,0,626,908,2,2006,1976,3,14977,110,304,63,5,8,1976,2006,2007,440000
1563,0,3,1,33,6,1530,758,2,2007,1563,3,10206,78,468,99,5,8,1563,2007,2007,245000
572,539,2,1,0,1,572,288,1,1979,1111,2,5700,70,0,0,7,7,572,1926,1950,116900
851,651,3,1,0,1,776,270,2,1979,1502,2,7200,60,0,0,6,7,776,1931,2000,149000
1733,0,4,0,0,0,0,452,1,1979,1733,2,13680,70,0,0,5,3,0,1955,1955,139600
1848,880,4,1,1410,6,438,706,3,2005,2728,4,20431,56,870,0,5,9,1848,2005,2006,437154
630,672,3,1,231,5,399,264,1,1979,1302,2,1680,21,268,0,7,5,630,1972,1972,119500
1332,192,0,4,1258,6,74,586,3,1979,1524,3,23595,70,0,0,6,7,1332,1979,1979,260000
1120,468,4,0,0,0,0,680,3,1979,1588,2,17120,80,0,59,4,4,0,1959,1959,134432
1125,0,2,1,0,1,1125,430,1,2006,1125,2,8536,74,0,64,5,5,1125,2006,2007,155000
520,600,2,1,0,1,600,480,2,2005,1200,3,3180,30,0,166,5,7,600,2005,2005,151000
798,842,3,1,0,1,798,520,2,2004,1640,3,8366,65,0,45,5,6,798,2004,2004,173000
1223,904,3,1,1000,6,223,525,2,1979,2127,3,10944,81,448,132,5,7,1223,1994,1994,271000
972,0,2,1,680,5,292,240,1,1979,972,2,8000,50,0,0,6,6,972,1948,2002,132000
1142,878,3,1,584,6,544,466,2,1979,2020,3,9828,80,0,155,5,8,1128,1995,1995,239500
1144,0,3,3,739,3,405,596,1,1979,1144,2,9571,68,0,0,6,5,1144,1956,1956,129000
1352,0,3,3,300,3,468,288,1,1979,1352,3,6930,92,120,0,4,5,1062,1958,1958,130000
